Starting log for run db2csv_beam_smbop_17_c20
No log for spider/body_builder/0020 (2753)
No log for spider/body_builder/0019 (2754)
No log for spider/body_builder/0007 (2755)
No log for spider/body_builder/0024 (2756)
No log for spider/body_builder/0021 (2757)
No log for spider/body_builder/0023 (2758)
No log for spider/body_builder/0001 (2759)
No log for spider/body_builder/0014 (2760)
No log for spider/body_builder/0009 (2761)
No log for spider/body_builder/0011 (2762)
No log for spider/body_builder/0010 (2763)
No log for spider/customers_card_transactions/0033 (2764)
No log for spider/customers_card_transactions/0037 (2765)
No log for spider/customers_card_transactions/0002 (2766)
No log for spider/customers_card_transactions/0036 (2767)
No log for spider/customers_card_transactions/0017 (2768)
No log for spider/customers_card_transactions/0008 (2769)
No log for spider/customers_card_transactions/0039 (2770)
No log for spider/customers_card_transactions/0038 (2771)
No log for spider/customers_card_transactions/0003 (2772)
No log for spider/customers_card_transactions/0027 (2773)
No log for spider/customers_card_transactions/0022 (2774)
No log for spider/customers_card_transactions/0030 (2775)
No log for spider/customers_card_transactions/0013 (2776)
No log for spider/customers_card_transactions/0006 (2777)
No log for spider/customers_card_transactions/0004 (2778)
No log for spider/customers_card_transactions/0012 (2779)
No log for spider/customers_card_transactions/0026 (2780)
No log for spider/customers_card_transactions/0015 (2781)
No log for spider/customers_card_transactions/0005 (2782)
No log for spider/customers_card_transactions/0016 (2783)
No log for spider/customers_card_transactions/0032 (2784)
No log for spider/customers_card_transactions/0018 (2785)
No log for spider/customers_card_transactions/0035 (2786)
No log for spider/customers_card_transactions/0020 (2787)
No log for spider/customers_card_transactions/0019 (2788)
No log for spider/customers_card_transactions/0007 (2789)
No log for spider/customers_card_transactions/0034 (2790)
No log for spider/customers_card_transactions/0024 (2791)
No log for spider/customers_card_transactions/0021 (2792)
No log for spider/customers_card_transactions/0023 (2793)
No log for spider/customers_card_transactions/0001 (2794)
No log for spider/customers_card_transactions/0014 (2795)
No log for spider/customers_card_transactions/0009 (2796)
No log for spider/customers_card_transactions/0025 (2797)
No log for spider/customers_card_transactions/0011 (2798)
No log for spider/customers_card_transactions/0029 (2799)
No log for spider/customers_card_transactions/0010 (2800)
No log for spider/customers_card_transactions/0040 (2801)
No log for spider/customers_card_transactions/0028 (2802)
No log for spider/customers_card_transactions/0031 (2803)
No log for spider/products_for_hire/0002 (2804)
No log for spider/products_for_hire/0017 (2805)
No log for spider/products_for_hire/0008 (2806)
No log for spider/products_for_hire/0003 (2807)
No log for spider/products_for_hire/0013 (2808)
No log for spider/products_for_hire/0006 (2809)
No log for spider/products_for_hire/0004 (2810)
No log for spider/products_for_hire/0012 (2811)
No log for spider/products_for_hire/0015 (2812)
No log for spider/products_for_hire/0005 (2813)
No log for spider/products_for_hire/0016 (2814)
No log for spider/products_for_hire/0018 (2815)
No log for spider/products_for_hire/0007 (2816)
No log for spider/products_for_hire/0001 (2817)
No log for spider/products_for_hire/0014 (2818)
No log for spider/products_for_hire/0009 (2819)
No log for spider/products_for_hire/0011 (2820)
No log for spider/products_for_hire/0010 (2821)
No log for spider/protein_institute/0002 (2822)
No log for spider/protein_institute/0017 (2823)
No log for spider/protein_institute/0008 (2824)
No log for spider/protein_institute/0003 (2825)
No log for spider/protein_institute/0013 (2826)
No log for spider/protein_institute/0006 (2827)
No log for spider/protein_institute/0004 (2828)
No log for spider/protein_institute/0012 (2829)
No log for spider/protein_institute/0015 (2830)
No log for spider/protein_institute/0005 (2831)
No log for spider/protein_institute/0016 (2832)
No log for spider/protein_institute/0018 (2833)
No log for spider/protein_institute/0020 (2834)
No log for spider/protein_institute/0019 (2835)
No log for spider/protein_institute/0007 (2836)
No log for spider/protein_institute/0001 (2837)
No log for spider/protein_institute/0014 (2838)
No log for spider/protein_institute/0009 (2839)
No log for spider/protein_institute/0011 (2840)
No log for spider/protein_institute/0010 (2841)
No log for spider/restaurant_1/0002 (2842)
No log for spider/restaurant_1/0017 (2843)
No log for spider/restaurant_1/0008 (2844)
No log for spider/restaurant_1/0003 (2845)
No log for spider/restaurant_1/0022 (2846)
No log for spider/restaurant_1/0013 (2847)
No log for spider/restaurant_1/0006 (2848)
No log for spider/restaurant_1/0004 (2849)
No log for spider/restaurant_1/0012 (2850)
No log for spider/restaurant_1/0015 (2851)
No log for spider/restaurant_1/0005 (2852)
No log for spider/restaurant_1/0016 (2853)
No log for spider/restaurant_1/0018 (2854)
No log for spider/restaurant_1/0020 (2855)
No log for spider/restaurant_1/0019 (2856)
No log for spider/restaurant_1/0007 (2857)
No log for spider/restaurant_1/0021 (2858)
No log for spider/restaurant_1/0001 (2859)
No log for spider/restaurant_1/0014 (2860)
No log for spider/restaurant_1/0009 (2861)
No log for spider/restaurant_1/0011 (2862)
No log for spider/restaurant_1/0010 (2863)
No log for spider/insurance_fnol/0002 (2864)
No log for spider/insurance_fnol/0008 (2865)
No log for spider/insurance_fnol/0003 (2866)
No log for spider/insurance_fnol/0013 (2867)
No log for spider/insurance_fnol/0006 (2868)
No log for spider/insurance_fnol/0004 (2869)
No log for spider/insurance_fnol/0012 (2870)
No log for spider/insurance_fnol/0015 (2871)
No log for spider/insurance_fnol/0005 (2872)
No log for spider/insurance_fnol/0016 (2873)
No log for spider/insurance_fnol/0018 (2874)
No log for spider/insurance_fnol/0020 (2875)
No log for spider/insurance_fnol/0019 (2876)
No log for spider/insurance_fnol/0007 (2877)
No log for spider/insurance_fnol/0021 (2878)
No log for spider/insurance_fnol/0001 (2879)
No log for spider/insurance_fnol/0014 (2880)
No log for spider/insurance_fnol/0009 (2881)
No log for spider/insurance_fnol/0011 (2882)
No log for spider/insurance_fnol/0010 (2883)
No log for spider/icfp_1/0033 (2884)
No log for spider/icfp_1/0002 (2885)
No log for spider/icfp_1/0017 (2886)
No log for spider/icfp_1/0008 (2887)
No log for spider/icfp_1/0003 (2888)
No log for spider/icfp_1/0027 (2889)
No log for spider/icfp_1/0022 (2890)
No log for spider/icfp_1/0030 (2891)
No log for spider/icfp_1/0013 (2892)
No log for spider/icfp_1/0006 (2893)
No log for spider/icfp_1/0004 (2894)
No log for spider/icfp_1/0026 (2895)
No log for spider/icfp_1/0015 (2896)
No log for spider/icfp_1/0005 (2897)
No log for spider/icfp_1/0016 (2898)
No log for spider/icfp_1/0032 (2899)
No log for spider/icfp_1/0018 (2900)
No log for spider/icfp_1/0020 (2901)
No log for spider/icfp_1/0019 (2902)
No log for spider/icfp_1/0007 (2903)
No log for spider/icfp_1/0024 (2904)
No log for spider/icfp_1/0021 (2905)
No log for spider/icfp_1/0023 (2906)
No log for spider/icfp_1/0001 (2907)
No log for spider/icfp_1/0014 (2908)
No log for spider/icfp_1/0009 (2909)
No log for spider/icfp_1/0025 (2910)
No log for spider/icfp_1/0011 (2911)
No log for spider/icfp_1/0029 (2912)
No log for spider/icfp_1/0010 (2913)
No log for spider/icfp_1/0028 (2914)
No log for spider/icfp_1/0031 (2915)
No log for spider/climbing/0002 (2916)
No log for spider/climbing/0017 (2917)
No log for spider/climbing/0008 (2918)
No log for spider/climbing/0003 (2919)
No log for spider/climbing/0013 (2920)
No log for spider/climbing/0006 (2921)
No log for spider/climbing/0004 (2922)
No log for spider/climbing/0012 (2923)
No log for spider/climbing/0015 (2924)
No log for spider/climbing/0005 (2925)
No log for spider/climbing/0016 (2926)
No log for spider/climbing/0018 (2927)
No log for spider/climbing/0020 (2928)
No log for spider/climbing/0019 (2929)
No log for spider/climbing/0007 (2930)
No log for spider/climbing/0001 (2931)
No log for spider/climbing/0014 (2932)
No log for spider/climbing/0009 (2933)
No log for spider/climbing/0011 (2934)
No log for spider/climbing/0010 (2935)
No log for spider/customers_and_addresses/0042 (2936)
No log for spider/customers_and_addresses/0033 (2937)
No log for spider/customers_and_addresses/0037 (2938)
No log for spider/customers_and_addresses/0002 (2939)
No log for spider/customers_and_addresses/0036 (2940)
No log for spider/customers_and_addresses/0017 (2941)
No log for spider/customers_and_addresses/0008 (2942)
No log for spider/customers_and_addresses/0039 (2943)
No log for spider/customers_and_addresses/0038 (2944)
No log for spider/customers_and_addresses/0003 (2945)
No log for spider/customers_and_addresses/0027 (2946)
No log for spider/customers_and_addresses/0022 (2947)
No log for spider/customers_and_addresses/0030 (2948)
No log for spider/customers_and_addresses/0013 (2949)
No log for spider/customers_and_addresses/0006 (2950)
No log for spider/customers_and_addresses/0004 (2951)
No log for spider/customers_and_addresses/0012 (2952)
No log for spider/customers_and_addresses/0026 (2953)
No log for spider/customers_and_addresses/0015 (2954)
No log for spider/customers_and_addresses/0005 (2955)
No log for spider/customers_and_addresses/0016 (2956)
No log for spider/customers_and_addresses/0032 (2957)
No log for spider/customers_and_addresses/0018 (2958)
No log for spider/customers_and_addresses/0041 (2959)
No log for spider/customers_and_addresses/0035 (2960)
No log for spider/customers_and_addresses/0020 (2961)
No log for spider/customers_and_addresses/0019 (2962)
No log for spider/customers_and_addresses/0007 (2963)
No log for spider/customers_and_addresses/0034 (2964)
No log for spider/customers_and_addresses/0024 (2965)
No log for spider/customers_and_addresses/0021 (2966)
No log for spider/customers_and_addresses/0023 (2967)
No log for spider/customers_and_addresses/0001 (2968)
No log for spider/customers_and_addresses/0043 (2969)
No log for spider/customers_and_addresses/0014 (2970)
No log for spider/customers_and_addresses/0009 (2971)
No log for spider/customers_and_addresses/0025 (2972)
No log for spider/customers_and_addresses/0011 (2973)
No log for spider/customers_and_addresses/0029 (2974)
No log for spider/customers_and_addresses/0010 (2975)
No log for spider/customers_and_addresses/0044 (2976)
No log for spider/customers_and_addresses/0040 (2977)
No log for spider/customers_and_addresses/0028 (2978)
No log for spider/customers_and_addresses/0031 (2979)
No log for spider/musical/0002 (2980)
No log for spider/musical/0017 (2981)
No log for spider/musical/0008 (2982)
No log for spider/musical/0003 (2983)
No log for spider/musical/0013 (2984)
No log for spider/musical/0006 (2985)
No log for spider/musical/0004 (2986)
No log for spider/musical/0012 (2987)
No log for spider/musical/0015 (2988)
No log for spider/musical/0005 (2989)
No log for spider/musical/0016 (2990)
No log for spider/musical/0018 (2991)
No log for spider/musical/0020 (2992)
No log for spider/musical/0019 (2993)
No log for spider/musical/0007 (2994)
No log for spider/musical/0001 (2995)
No log for spider/musical/0014 (2996)
No log for spider/musical/0009 (2997)
No log for spider/musical/0011 (2998)
No log for spider/musical/0010 (2999)
No log for spider/college_2/0056 (3000)
No log for spider/college_2/0042 (3001)
No log for spider/college_2/0033 (3002)
No log for spider/college_2/0037 (3003)
No log for spider/college_2/0002 (3004)
No log for spider/college_2/0036 (3005)
No log for spider/college_2/0057 (3006)
No log for spider/college_2/0017 (3007)
No log for spider/college_2/0052 (3008)
No log for spider/college_2/0008 (3009)
No log for spider/college_2/0039 (3010)
No log for spider/college_2/0038 (3011)
No log for spider/college_2/0076 (3012)
No log for spider/college_2/0003 (3013)
No log for spider/college_2/0027 (3014)
No log for spider/college_2/0048 (3015)
No log for spider/college_2/0022 (3016)
No log for spider/college_2/0053 (3017)
No log for spider/college_2/0072 (3018)
No log for spider/college_2/0030 (3019)
No log for spider/college_2/0013 (3020)
No log for spider/college_2/0006 (3021)
No log for spider/college_2/0065 (3022)
No log for spider/college_2/0064 (3023)
No log for spider/college_2/0004 (3024)
No log for spider/college_2/0012 (3025)
No log for spider/college_2/0026 (3026)
No log for spider/college_2/0071 (3027)
No log for spider/college_2/0015 (3028)
No log for spider/college_2/0005 (3029)
No log for spider/college_2/0016 (3030)
No log for spider/college_2/0066 (3031)
No log for spider/college_2/0062 (3032)
No log for spider/college_2/0050 (3033)
No log for spider/college_2/0068 (3034)
No log for spider/college_2/0059 (3035)
No log for spider/college_2/0032 (3036)
No log for spider/college_2/0045 (3037)
No log for spider/college_2/0063 (3038)
No log for spider/college_2/0018 (3039)
No log for spider/college_2/0041 (3040)
No log for spider/college_2/0051 (3041)
No log for spider/college_2/0020 (3042)
No log for spider/college_2/0019 (3043)
No log for spider/college_2/0007 (3044)
No log for spider/college_2/0084 (3045)
No log for spider/college_2/0061 (3046)
No log for spider/college_2/0034 (3047)
No log for spider/college_2/0024 (3048)
No log for spider/college_2/0021 (3049)
No log for spider/college_2/0069 (3050)
No log for spider/college_2/0023 (3051)
No log for spider/college_2/0001 (3052)
No log for spider/college_2/0043 (3053)
No log for spider/college_2/0046 (3054)
No log for spider/college_2/0077 (3055)
No log for spider/college_2/0082 (3056)
No log for spider/college_2/0047 (3057)
No log for spider/college_2/0083 (3058)
No log for spider/college_2/0080 (3059)
No log for spider/college_2/0081 (3060)
No log for spider/college_2/0014 (3061)
No log for spider/college_2/0009 (3062)
No log for spider/college_2/0025 (3063)
No log for spider/college_2/0011 (3064)
No log for spider/college_2/0060 (3065)
No log for spider/college_2/0079 (3066)
No log for spider/college_2/0029 (3067)
No log for spider/college_2/0010 (3068)
No log for spider/college_2/0044 (3069)
No log for spider/college_2/0073 (3070)
No log for spider/college_2/0040 (3071)
No log for spider/college_2/0070 (3072)
No log for spider/college_2/0028 (3073)
No log for spider/college_2/0049 (3074)
No log for spider/college_2/0031 (3075)
No log for spider/college_2/0055 (3076)
No log for spider/college_2/0058 (3077)
No log for spider/document_management/0002 (3078)
No log for spider/document_management/0017 (3079)
No log for spider/document_management/0003 (3080)
