Starting log for run c52_16_full
No log for spider/sakila_1/0008 (1941)
No log for spider/sakila_1/0039 (1942)
No log for spider/sakila_1/0038 (1943)
No log for spider/sakila_1/0003 (1944)
No log for spider/sakila_1/0022 (1945)
No log for spider/sakila_1/0030 (1946)
No log for spider/sakila_1/0013 (1947)
No log for spider/sakila_1/0006 (1948)
No log for spider/sakila_1/0004 (1949)
No log for spider/sakila_1/0012 (1950)
No log for spider/sakila_1/0015 (1951)
No log for spider/sakila_1/0005 (1952)
No log for spider/sakila_1/0016 (1953)
No log for spider/sakila_1/0032 (1954)
No log for spider/sakila_1/0018 (1955)
No log for spider/sakila_1/0041 (1956)
No log for spider/sakila_1/0035 (1957)
No log for spider/sakila_1/0020 (1958)
No log for spider/sakila_1/0019 (1959)
No log for spider/sakila_1/0007 (1960)
No log for spider/sakila_1/0034 (1961)
No log for spider/sakila_1/0024 (1962)
No log for spider/sakila_1/0021 (1963)
No log for spider/sakila_1/0023 (1964)
No log for spider/sakila_1/0001 (1965)
No log for spider/sakila_1/0014 (1966)
No log for spider/sakila_1/0009 (1967)
No log for spider/sakila_1/0025 (1968)
No log for spider/sakila_1/0010 (1969)
No log for spider/sakila_1/0031 (1970)
No log for spider/manufactory_1/0033 (1971)
No log for spider/manufactory_1/0037 (1972)
No log for spider/manufactory_1/0002 (1973)
No log for spider/manufactory_1/0036 (1974)
No log for spider/manufactory_1/0017 (1975)
No log for spider/manufactory_1/0008 (1976)
No log for spider/manufactory_1/0039 (1977)
No log for spider/manufactory_1/0038 (1978)
No log for spider/manufactory_1/0003 (1979)
No log for spider/manufactory_1/0027 (1980)
No log for spider/manufactory_1/0022 (1981)
No log for spider/manufactory_1/0030 (1982)
No log for spider/manufactory_1/0013 (1983)
No log for spider/manufactory_1/0006 (1984)
No log for spider/manufactory_1/0004 (1985)
No log for spider/manufactory_1/0026 (1986)
No log for spider/manufactory_1/0015 (1987)
No log for spider/manufactory_1/0005 (1988)
No log for spider/manufactory_1/0016 (1989)
No log for spider/manufactory_1/0032 (1990)
No log for spider/manufactory_1/0018 (1991)
No log for spider/manufactory_1/0035 (1992)
No log for spider/manufactory_1/0020 (1993)
No log for spider/manufactory_1/0019 (1994)
No log for spider/manufactory_1/0007 (1995)
No log for spider/manufactory_1/0034 (1996)
No log for spider/manufactory_1/0024 (1997)
No log for spider/manufactory_1/0021 (1998)
No log for spider/manufactory_1/0023 (1999)
No log for spider/manufactory_1/0001 (2000)
No log for spider/manufactory_1/0014 (2001)
No log for spider/manufactory_1/0009 (2002)
No log for spider/manufactory_1/0025 (2003)
No log for spider/manufactory_1/0011 (2004)
No log for spider/manufactory_1/0029 (2005)
No log for spider/manufactory_1/0010 (2006)
No log for spider/manufactory_1/0040 (2007)
No log for spider/manufactory_1/0028 (2008)
No log for spider/manufactory_1/0031 (2009)
No log for spider/loan_1/0033 (2010)
No log for spider/loan_1/0037 (2011)
No log for spider/loan_1/0002 (2012)
No log for spider/loan_1/0036 (2013)
No log for spider/loan_1/0017 (2014)
No log for spider/loan_1/0008 (2015)
No log for spider/loan_1/0039 (2016)
No log for spider/loan_1/0038 (2017)
No log for spider/loan_1/0003 (2018)
No log for spider/loan_1/0027 (2019)
No log for spider/loan_1/0022 (2020)
No log for spider/loan_1/0030 (2021)
No log for spider/loan_1/0013 (2022)
No log for spider/loan_1/0006 (2023)
No log for spider/loan_1/0004 (2024)
No log for spider/loan_1/0012 (2025)
No log for spider/loan_1/0026 (2026)
No log for spider/loan_1/0015 (2027)
No log for spider/loan_1/0005 (2028)
No log for spider/loan_1/0032 (2029)
No log for spider/loan_1/0018 (2030)
No log for spider/loan_1/0035 (2031)
No log for spider/loan_1/0020 (2032)
No log for spider/loan_1/0019 (2033)
No log for spider/loan_1/0007 (2034)
No log for spider/loan_1/0034 (2035)
No log for spider/loan_1/0024 (2036)
No log for spider/loan_1/0021 (2037)
No log for spider/loan_1/0023 (2038)
No log for spider/loan_1/0001 (2039)
No log for spider/loan_1/0014 (2040)
No log for spider/loan_1/0009 (2041)
No log for spider/loan_1/0025 (2042)
No log for spider/loan_1/0011 (2043)
No log for spider/loan_1/0029 (2044)
No log for spider/loan_1/0010 (2045)
No log for spider/loan_1/0040 (2046)
No log for spider/loan_1/0028 (2047)
No log for spider/loan_1/0031 (2048)
No log for spider/phone_market/0002 (2049)
No log for spider/phone_market/0008 (2050)
No log for spider/phone_market/0003 (2051)
No log for spider/phone_market/0013 (2052)
No log for spider/phone_market/0006 (2053)
No log for spider/phone_market/0004 (2054)
No log for spider/phone_market/0012 (2055)
No log for spider/phone_market/0015 (2056)
No log for spider/phone_market/0005 (2057)
No log for spider/phone_market/0007 (2058)
No log for spider/phone_market/0001 (2059)
No log for spider/phone_market/0014 (2060)
No log for spider/phone_market/0009 (2061)
No log for spider/phone_market/0011 (2062)
No log for spider/phone_market/0010 (2063)
No log for spider/coffee_shop/0002 (2064)
No log for spider/coffee_shop/0017 (2065)
No log for spider/coffee_shop/0008 (2066)
No log for spider/coffee_shop/0003 (2067)
No log for spider/coffee_shop/0013 (2068)
No log for spider/coffee_shop/0006 (2069)
No log for spider/coffee_shop/0004 (2070)
No log for spider/coffee_shop/0012 (2071)
No log for spider/coffee_shop/0015 (2072)
No log for spider/coffee_shop/0005 (2073)
No log for spider/coffee_shop/0016 (2074)
No log for spider/coffee_shop/0018 (2075)
No log for spider/coffee_shop/0007 (2076)
No log for spider/coffee_shop/0001 (2077)
No log for spider/coffee_shop/0014 (2078)
No log for spider/coffee_shop/0009 (2079)
No log for spider/coffee_shop/0011 (2080)
No log for spider/coffee_shop/0010 (2081)
No log for spider/hospital_1/0042 (2082)
No log for spider/hospital_1/0033 (2083)
No log for spider/hospital_1/0037 (2084)
No log for spider/hospital_1/0002 (2085)
No log for spider/hospital_1/0036 (2086)
No log for spider/hospital_1/0017 (2087)
No log for spider/hospital_1/0008 (2088)
No log for spider/hospital_1/0039 (2089)
No log for spider/hospital_1/0038 (2090)
No log for spider/hospital_1/0003 (2091)
No log for spider/hospital_1/0027 (2092)
No log for spider/hospital_1/0048 (2093)
No log for spider/hospital_1/0022 (2094)
No log for spider/hospital_1/0030 (2095)
No log for spider/hospital_1/0013 (2096)
No log for spider/hospital_1/0006 (2097)
No log for spider/hospital_1/0004 (2098)
No log for spider/hospital_1/0012 (2099)
No log for spider/hospital_1/0026 (2100)
No log for spider/hospital_1/0015 (2101)
No log for spider/hospital_1/0005 (2102)
No log for spider/hospital_1/0016 (2103)
No log for spider/hospital_1/0050 (2104)
No log for spider/hospital_1/0032 (2105)
No log for spider/hospital_1/0018 (2106)
No log for spider/hospital_1/0041 (2107)
No log for spider/hospital_1/0035 (2108)
No log for spider/hospital_1/0020 (2109)
No log for spider/hospital_1/0019 (2110)
No log for spider/hospital_1/0007 (2111)
No log for spider/hospital_1/0034 (2112)
No log for spider/hospital_1/0024 (2113)
No log for spider/hospital_1/0021 (2114)
No log for spider/hospital_1/0023 (2115)
No log for spider/hospital_1/0001 (2116)
No log for spider/hospital_1/0046 (2117)
No log for spider/hospital_1/0047 (2118)
No log for spider/hospital_1/0014 (2119)
No log for spider/hospital_1/0009 (2120)
No log for spider/hospital_1/0025 (2121)
No log for spider/hospital_1/0011 (2122)
No log for spider/hospital_1/0029 (2123)
No log for spider/hospital_1/0010 (2124)
No log for spider/hospital_1/0044 (2125)
No log for spider/hospital_1/0040 (2126)
No log for spider/hospital_1/0028 (2127)
No log for spider/hospital_1/0049 (2128)
No log for spider/hospital_1/0031 (2129)
No log for spider/department_store/0042 (2130)
No log for spider/department_store/0033 (2131)
No log for spider/department_store/0037 (2132)
No log for spider/department_store/0002 (2133)
No log for spider/department_store/0036 (2134)
No log for spider/department_store/0017 (2135)
No log for spider/department_store/0008 (2136)
No log for spider/department_store/0039 (2137)
No log for spider/department_store/0038 (2138)
No log for spider/department_store/0003 (2139)
No log for spider/department_store/0027 (2140)
No log for spider/department_store/0022 (2141)
No log for spider/department_store/0030 (2142)
No log for spider/department_store/0013 (2143)
No log for spider/department_store/0006 (2144)
No log for spider/department_store/0004 (2145)
No log for spider/department_store/0012 (2146)
No log for spider/department_store/0026 (2147)
No log for spider/department_store/0015 (2148)
No log for spider/department_store/0005 (2149)
No log for spider/department_store/0016 (2150)
No log for spider/department_store/0032 (2151)
No log for spider/department_store/0018 (2152)
No log for spider/department_store/0041 (2153)
No log for spider/department_store/0035 (2154)
No log for spider/department_store/0020 (2155)
No log for spider/department_store/0019 (2156)
No log for spider/department_store/0007 (2157)
No log for spider/department_store/0034 (2158)
No log for spider/department_store/0024 (2159)
No log for spider/department_store/0021 (2160)
No log for spider/department_store/0023 (2161)
No log for spider/department_store/0001 (2162)
No log for spider/department_store/0043 (2163)
No log for spider/department_store/0014 (2164)
No log for spider/department_store/0009 (2165)
No log for spider/department_store/0025 (2166)
No log for spider/department_store/0011 (2167)
No log for spider/department_store/0029 (2168)
No log for spider/department_store/0010 (2169)
No log for spider/department_store/0044 (2170)
No log for spider/department_store/0040 (2171)
No log for spider/department_store/0028 (2172)
No log for spider/department_store/0031 (2173)
No log for spider/music_4/0002 (2174)
No log for spider/music_4/0017 (2175)
No log for spider/music_4/0008 (2176)
No log for spider/music_4/0003 (2177)
No log for spider/music_4/0027 (2178)
No log for spider/music_4/0022 (2179)
No log for spider/music_4/0013 (2180)
No log for spider/music_4/0006 (2181)
No log for spider/music_4/0004 (2182)
No log for spider/music_4/0012 (2183)
No log for spider/music_4/0026 (2184)
No log for spider/music_4/0015 (2185)
No log for spider/music_4/0005 (2186)
No log for spider/music_4/0016 (2187)
No log for spider/music_4/0018 (2188)
No log for spider/music_4/0020 (2189)
No log for spider/music_4/0019 (2190)
No log for spider/music_4/0007 (2191)
No log for spider/music_4/0024 (2192)
No log for spider/music_4/0021 (2193)
No log for spider/music_4/0023 (2194)
No log for spider/music_4/0001 (2195)
No log for spider/music_4/0014 (2196)
No log for spider/music_4/0009 (2197)
No log for spider/music_4/0025 (2198)
No log for spider/music_4/0011 (2199)
No log for spider/music_4/0029 (2200)
No log for spider/music_4/0010 (2201)
No log for spider/music_4/0028 (2202)
No log for spider/hr_1/0056 (2203)
No log for spider/hr_1/0042 (2204)
No log for spider/hr_1/0033 (2205)
No log for spider/hr_1/0037 (2206)
No log for spider/hr_1/0002 (2207)
No log for spider/hr_1/0036 (2208)
No log for spider/hr_1/0057 (2209)
No log for spider/hr_1/0017 (2210)
No log for spider/hr_1/0052 (2211)
No log for spider/hr_1/0008 (2212)
No log for spider/hr_1/0039 (2213)
No log for spider/hr_1/0038 (2214)
No log for spider/hr_1/0003 (2215)
No log for spider/hr_1/0048 (2216)
No log for spider/hr_1/0022 (2217)
No log for spider/hr_1/0053 (2218)
No log for spider/hr_1/0030 (2219)
No log for spider/hr_1/0006 (2220)
No log for spider/hr_1/0012 (2221)
No log for spider/hr_1/0026 (2222)
No log for spider/hr_1/0015 (2223)
No log for spider/hr_1/0005 (2224)
No log for spider/hr_1/0016 (2225)
No log for spider/hr_1/0050 (2226)
No log for spider/hr_1/0059 (2227)
No log for spider/hr_1/0032 (2228)
No log for spider/hr_1/0045 (2229)
No log for spider/hr_1/0018 (2230)
No log for spider/hr_1/0041 (2231)
No log for spider/hr_1/0051 (2232)
No log for spider/hr_1/0035 (2233)
No log for spider/hr_1/0020 (2234)
No log for spider/hr_1/0019 (2235)
No log for spider/hr_1/0007 (2236)
No log for spider/hr_1/0034 (2237)
No log for spider/hr_1/0024 (2238)
No log for spider/hr_1/0023 (2239)
No log for spider/hr_1/0001 (2240)
No log for spider/hr_1/0043 (2241)
No log for spider/hr_1/0046 (2242)
No log for spider/hr_1/0054 (2243)
No log for spider/hr_1/0047 (2244)
No log for spider/hr_1/0014 (2245)
No log for spider/hr_1/0009 (2246)
No log for spider/hr_1/0025 (2247)
No log for spider/hr_1/0029 (2248)
No log for spider/hr_1/0010 (2249)
No log for spider/hr_1/0044 (2250)
No log for spider/hr_1/0040 (2251)
No log for spider/hr_1/0028 (2252)
No log for spider/hr_1/0049 (2253)
No log for spider/hr_1/0031 (2254)
No log for spider/hr_1/0055 (2255)
No log for spider/hr_1/0058 (2256)
No log for spider/products_gen_characteristics/0042 (2257)
No log for spider/products_gen_characteristics/0033 (2258)
No log for spider/products_gen_characteristics/0037 (2259)
No log for spider/products_gen_characteristics/0002 (2260)
No log for spider/products_gen_characteristics/0036 (2261)
No log for spider/products_gen_characteristics/0017 (2262)
No log for spider/products_gen_characteristics/0008 (2263)
No log for spider/products_gen_characteristics/0039 (2264)
No log for spider/products_gen_characteristics/0038 (2265)
No log for spider/products_gen_characteristics/0003 (2266)
No log for spider/products_gen_characteristics/0027 (2267)
No log for spider/products_gen_characteristics/0022 (2268)
No log for spider/products_gen_characteristics/0030 (2269)
No log for spider/products_gen_characteristics/0013 (2270)
No log for spider/products_gen_characteristics/0006 (2271)
No log for spider/products_gen_characteristics/0004 (2272)
No log for spider/products_gen_characteristics/0012 (2273)
No log for spider/products_gen_characteristics/0026 (2274)
No log for spider/products_gen_characteristics/0015 (2275)
No log for spider/products_gen_characteristics/0005 (2276)
No log for spider/products_gen_characteristics/0016 (2277)
No log for spider/products_gen_characteristics/0032 (2278)
No log for spider/products_gen_characteristics/0018 (2279)
